TransactionID	CardID	 TransactionAmount 	 TransactionRevenue 	TransactionDate	SettlementDate	AssignedFeePercentage
22001	1087.00	 74 499.00 	 810.97 Kè 	27.12.2023	2023-12-30	1.09%
22002	1119.00	 13 645.00 	 184.79 Kè 	22.12.2023	2023-12-25	1.35%
22003	1058.00	 26 880.00 	 506.22 Kè 	28.12.2023	2024-01-01	1.88%
22004	1066.00	 87 859.00 	 1 003.20 Kè 	04.12.2023	2023-12-07	1.14%
22005	1148.00	 85 417.00 	 1 266.61 Kè 	24.12.2023	2023-12-27	1.48%
22006	1194.00	 90 145.00 	 1 692.08 Kè 	20.12.2023	2023-12-24	1.88%
22007	1196.00	 85 176.00 	 1 549.11 Kè 	13.12.2023	2023-12-16	1.82%
22008	1155.00	 59 737.00 	 635.47 Kè 	22.12.2023	2023-12-25	1.06%
22009	1138.00	 38 115.00 	 587.76 Kè 	08.12.2023	2023-12-12	1.54%
22010	1079.00	 31 332.00 	 431.41 Kè 	28.12.2023	2024-01-01	1.38%
22011	1010.00	 9 676.00 	 124.53 Kè 	25.12.2023	2023-12-27	1.29%
22012	1098.00	 62 164.00 	 677.73 Kè 	12.12.2023	2023-12-16	1.09%
22013	1048.00	 40 572.00 	 667.42 Kè 	25.12.2023	2023-12-26	1.65%
22014	1145.00	 21 100.00 	 362.70 Kè 	19.12.2023	2023-12-23	1.72%
22015	1059.00	 35 633.00 	 654.46 Kè 	03.12.2023	2023-12-04	1.84%
22016	1162.00	 65 411.00 	 790.75 Kè 	25.12.2023	2023-12-29	1.21%
22017	1179.00	 28 803.00 	 376.41 Kè 	18.12.2023	2023-12-21	1.31%
22018	1072.00	 17 099.00 	 262.00 Kè 	25.12.2023	2023-12-27	1.53%
22019	1022.00	 23 974.00 	 241.34 Kè 	22.12.2023	2023-12-26	1.01%
22020	1105.00	 97 296.00 	 1 814.45 Kè 	22.12.2023	2023-12-24	1.86%
22021	1069.00	 83 446.00 	 1 211.98 Kè 	17.12.2023	2023-12-21	1.45%
22022	1078.00	 84 406.00 	 1 540.78 Kè 	15.12.2023	2023-12-16	1.83%
22023	1065.00	 14 443.00 	 262.03 Kè 	08.12.2023	2023-12-12	1.81%
22024	1136.00	 90 110.00 	 1 758.63 Kè 	09.12.2023	2023-12-10	1.95%
22025	1177.00	 53 654.00 	 1 015.20 Kè 	04.12.2023	2023-12-07	1.89%
22026	1012.00	 98 180.00 	 1 344.79 Kè 	18.12.2023	2023-12-22	1.37%
22027	1096.00	 62 914.00 	 845.64 Kè 	03.12.2023	2023-12-05	1.34%
22028	1094.00	 64 225.00 	 1 200.09 Kè 	23.12.2023	2023-12-24	1.87%
22029	1132.00	 98 769.00 	 1 798.82 Kè 	05.12.2023	2023-12-08	1.82%
22030	1117.00	 67 852.00 	 1 035.70 Kè 	21.12.2023	2023-12-25	1.53%
22031	1049.00	 76 307.00 	 1 486.82 Kè 	04.12.2023	2023-12-07	1.95%
22032	1100.00	 14 508.00 	 261.50 Kè 	04.12.2023	2023-12-07	1.80%
22033	1131.00	 39 912.00 	 517.58 Kè 	12.12.2023	2023-12-15	1.30%
22034	1154.00	 3 625.00 	 65.60 Kè 	18.12.2023	2023-12-21	1.81%
22035	1109.00	 88 396.00 	 1 475.09 Kè 	07.12.2023	2023-12-08	1.67%
22036	1016.00	 92 130.00 	 1 150.47 Kè 	14.12.2023	2023-12-15	1.25%
22037	1120.00	 54 093.00 	 875.84 Kè 	22.12.2023	2023-12-24	1.62%
22038	1170.00	 24 300.00 	 330.20 Kè 	11.12.2023	2023-12-14	1.36%
22039	1018.00	 72 221.00 	 794.82 Kè 	11.12.2023	2023-12-15	1.10%
22040	1045.00	 86 458.00 	 1 482.63 Kè 	28.12.2023	2023-12-30	1.71%
22041	1183.00	 97 252.00 	 1 495.64 Kè 	22.12.2023	2023-12-26	1.54%
22042	1113.00	 54 121.00 	 1 029.49 Kè 	11.12.2023	2023-12-12	1.90%
22043	1046.00	 2 958.00 	 48.14 Kè 	12.12.2023	2023-12-15	1.63%
22044	1134.00	 18 536.00 	 190.67 Kè 	28.12.2023	2023-12-29	1.03%
22045	1073.00	 4 139.00 	 57.58 Kè 	18.12.2023	2023-12-22	1.39%
22046	1021.00	 44 932.00 	 569.47 Kè 	17.12.2023	2023-12-19	1.27%
22047	1135.00	 84 627.00 	 1 058.37 Kè 	08.12.2023	2023-12-11	1.25%
22048	1087.00	 1 982.00 	 20.18 Kè 	09.12.2023	2023-12-12	1.02%
22049	1014.00	 17 562.00 	 291.63 Kè 	06.12.2023	2023-12-07	1.66%
22050	1122.00	 54 452.00 	 865.82 Kè 	15.12.2023	2023-12-18	1.59%
22051	1199.00	 56 089.00 	 684.63 Kè 	16.12.2023	2023-12-18	1.22%
22052	1105.00	 17 180.00 	 271.54 Kè 	12.12.2023	2023-12-16	1.58%
22053	1052.00	 91 419.00 	 1 553.82 Kè 	01.12.2023	2023-12-02	1.70%
22054	1197.00	 57 837.00 	 1 075.63 Kè 	04.12.2023	2023-12-06	1.86%
22055	1144.00	 1 424.00 	 19.73 Kè 	06.12.2023	2023-12-09	1.39%
22056	1172.00	 92 305.00 	 1 589.38 Kè 	12.12.2023	2023-12-15	1.72%
22057	1171.00	 40 264.00 	 618.54 Kè 	26.12.2023	2023-12-27	1.54%
22058	1068.00	 46 657.00 	 710.38 Kè 	06.12.2023	2023-12-07	1.52%
22059	1033.00	 79 771.00 	 1 290.39 Kè 	01.12.2023	2023-12-04	1.62%
22060	1045.00	 82 908.00 	 1 333.55 Kè 	13.12.2023	2023-12-14	1.61%
22061	1031.00	 7 598.00 	 133.51 Kè 	17.12.2023	2023-12-19	1.76%
22062	1108.00	 53 354.00 	 657.01 Kè 	19.12.2023	2023-12-23	1.23%
22063	1105.00	 34 213.00 	 484.58 Kè 	11.12.2023	2023-12-12	1.42%
22064	1145.00	 84 273.00 	 1 489.53 Kè 	09.12.2023	2023-12-10	1.77%
22065	1057.00	 11 056.00 	 173.91 Kè 	02.12.2023	2023-12-04	1.57%
22066	1196.00	 70 534.00 	 814.61 Kè 	01.12.2023	2023-12-02	1.15%
22067	1190.00	 70 967.00 	 996.23 Kè 	14.12.2023	2023-12-15	1.40%
22068	1058.00	 88 480.00 	 1 169.00 Kè 	21.12.2023	2023-12-22	1.32%
22069	1129.00	 3 837.00 	 42.29 Kè 	07.12.2023	2023-12-10	1.10%
22070	1174.00	 82 754.00 	 967.95 Kè 	21.12.2023	2023-12-23	1.17%
22071	1034.00	 50 231.00 	 956.66 Kè 	09.12.2023	2023-12-11	1.90%
22072	1199.00	 78 416.00 	 1 009.00 Kè 	13.12.2023	2023-12-15	1.29%
22073	1125.00	 73 035.00 	 1 454.03 Kè 	15.12.2023	2023-12-17	1.99%
22074	1084.00	 54 073.00 	 598.50 Kè 	23.12.2023	2023-12-27	1.11%
22075	1091.00	 55 902.00 	 896.44 Kè 	27.12.2023	2023-12-28	1.60%
22076	1027.00	 41 064.00 	 797.07 Kè 	16.12.2023	2023-12-17	1.94%
22077	1181.00	 56 400.00 	 592.08 Kè 	18.12.2023	2023-12-21	1.05%
22078	1110.00	 46 479.00 	 751.76 Kè 	24.12.2023	2023-12-27	1.62%
22079	1062.00	 2 970.00 	 30.47 Kè 	13.12.2023	2023-12-15	1.03%
22080	1117.00	 10 696.00 	 195.84 Kè 	24.12.2023	2023-12-28	1.83%
22081	1099.00	 85 730.00 	 1 114.67 Kè 	17.12.2023	2023-12-20	1.30%
22082	1111.00	 6 191.00 	 76.90 Kè 	04.12.2023	2023-12-08	1.24%
22083	1056.00	 69 889.00 	 1 336.00 Kè 	25.12.2023	2023-12-28	1.91%
22084	1100.00	 93 816.00 	 1 706.75 Kè 	06.12.2023	2023-12-09	1.82%
22085	1063.00	 69 951.00 	 1 258.04 Kè 	19.12.2023	2023-12-20	1.80%
22086	1075.00	 25 427.00 	 441.36 Kè 	28.12.2023	2023-12-30	1.74%
22087	1055.00	 90 325.00 	 1 221.94 Kè 	11.12.2023	2023-12-15	1.35%
22088	1077.00	 44 154.00 	 653.12 Kè 	03.12.2023	2023-12-07	1.48%
22089	1192.00	 40 840.00 	 452.51 Kè 	11.12.2023	2023-12-15	1.11%
22090	1170.00	 63 506.00 	 816.30 Kè 	28.12.2023	2024-01-01	1.29%
22091	1115.00	 32 251.00 	 513.23 Kè 	15.12.2023	2023-12-16	1.59%
22092	1139.00	 50 413.00 	 862.43 Kè 	28.12.2023	2023-12-29	1.71%
22093	1055.00	 65 225.00 	 1 009.50 Kè 	07.12.2023	2023-12-11	1.55%
22094	1094.00	 49 817.00 	 852.44 Kè 	20.12.2023	2023-12-24	1.71%
22095	1059.00	 17 007.00 	 309.32 Kè 	01.12.2023	2023-12-05	1.82%
22096	1018.00	 71 652.00 	 806.28 Kè 	09.12.2023	2023-12-13	1.13%
22097	1094.00	 38 948.00 	 535.42 Kè 	17.12.2023	2023-12-18	1.37%
22098	1104.00	 95 668.00 	 1 184.36 Kè 	26.12.2023	2023-12-30	1.24%
22099	1067.00	 93 171.00 	 1 760.17 Kè 	26.12.2023	2023-12-27	1.89%
22100	1194.00	 96 314.00 	 1 319.55 Kè 	19.12.2023	2023-12-22	1.37%
22101	1036.00	 79 945.00 	 1 004.59 Kè 	23.12.2023	2023-12-25	1.26%
22102	1099.00	 21 918.00 	 241.89 Kè 	04.12.2023	2023-12-06	1.10%
22103	1172.00	 77 614.00 	 803.23 Kè 	04.12.2023	2023-12-06	1.03%
22104	1191.00	 8 138.00 	 82.78 Kè 	27.12.2023	2023-12-29	1.02%
22105	1095.00	 72 247.00 	 1 049.40 Kè 	06.12.2023	2023-12-08	1.45%
22106	1123.00	 55 466.00 	 1 049.57 Kè 	10.12.2023	2023-12-12	1.89%
22107	1055.00	 14 144.00 	 164.38 Kè 	04.12.2023	2023-12-07	1.16%
22108	1019.00	 55 468.00 	 670.67 Kè 	26.12.2023	2023-12-27	1.21%
22109	1037.00	 28 060.00 	 414.23 Kè 	17.12.2023	2023-12-19	1.48%
22110	1114.00	 50 720.00 	 803.37 Kè 	07.12.2023	2023-12-11	1.58%
22111	1001.00	 98 820.00 	 1 144.32 Kè 	03.12.2023	2023-12-04	1.16%
22112	1174.00	 87 528.00 	 1 127.19 Kè 	01.12.2023	2023-12-05	1.29%
22113	1157.00	 19 035.00 	 376.32 Kè 	24.12.2023	2023-12-27	1.98%
22114	1198.00	 8 590.00 	 159.04 Kè 	04.12.2023	2023-12-06	1.85%
22115	1135.00	 32 166.00 	 450.70 Kè 	01.12.2023	2023-12-04	1.40%
22116	1164.00	 69 995.00 	 816.51 Kè 	09.12.2023	2023-12-13	1.17%
22117	1179.00	 27 726.00 	 417.80 Kè 	21.12.2023	2023-12-25	1.51%
22118	1073.00	 35 880.00 	 545.09 Kè 	02.12.2023	2023-12-06	1.52%
22119	1113.00	 13 256.00 	 214.04 Kè 	19.12.2023	2023-12-23	1.61%
22120	1101.00	 85 017.00 	 912.34 Kè 	09.12.2023	2023-12-12	1.07%
22121	1051.00	 22 250.00 	 278.88 Kè 	06.12.2023	2023-12-08	1.25%
22122	1078.00	 1 106.00 	 20.81 Kè 	12.12.2023	2023-12-16	1.88%
22123	1107.00	 24 499.00 	 392.47 Kè 	06.12.2023	2023-12-10	1.60%
22124	1008.00	 93 986.00 	 1 758.77 Kè 	13.12.2023	2023-12-17	1.87%
22125	1119.00	 89 625.00 	 1 734.12 Kè 	07.12.2023	2023-12-10	1.93%
22126	1170.00	 47 772.00 	 805.25 Kè 	25.12.2023	2023-12-28	1.69%
22127	1029.00	 61 336.00 	 1 050.43 Kè 	15.12.2023	2023-12-19	1.71%
22128	1045.00	 51 463.00 	 934.83 Kè 	02.12.2023	2023-12-04	1.82%
22129	1185.00	 47 263.00 	 613.88 Kè 	17.12.2023	2023-12-21	1.30%
22130	1150.00	 67 294.00 	 673.26 Kè 	18.12.2023	2023-12-22	1.00%
22131	1069.00	 33 967.00 	 513.16 Kè 	13.12.2023	2023-12-14	1.51%
22132	1159.00	 94 257.00 	 1 103.53 Kè 	12.12.2023	2023-12-14	1.17%
22133	1156.00	 2 420.00 	 26.47 Kè 	16.12.2023	2023-12-20	1.09%
22134	1151.00	 10 033.00 	 155.88 Kè 	15.12.2023	2023-12-16	1.55%
22135	1025.00	 28 619.00 	 310.70 Kè 	26.12.2023	2023-12-27	1.09%
22136	1145.00	 56 354.00 	 677.80 Kè 	01.12.2023	2023-12-03	1.20%
22137	1181.00	 94 806.00 	 1 413.48 Kè 	12.12.2023	2023-12-15	1.49%
22138	1026.00	 17 735.00 	 283.10 Kè 	14.12.2023	2023-12-16	1.60%
22139	1167.00	 46 463.00 	 556.26 Kè 	01.12.2023	2023-12-05	1.20%
22140	1035.00	 50 101.00 	 560.38 Kè 	16.12.2023	2023-12-18	1.12%
22141	1150.00	 55 496.00 	 885.26 Kè 	01.12.2023	2023-12-02	1.60%
22142	1098.00	 79 566.00 	 998.47 Kè 	22.12.2023	2023-12-25	1.25%
22143	1001.00	 53 369.00 	 550.51 Kè 	12.12.2023	2023-12-16	1.03%
22144	1133.00	 58 401.00 	 1 139.31 Kè 	08.12.2023	2023-12-09	1.95%
22145	1099.00	 73 212.00 	 880.16 Kè 	21.12.2023	2023-12-22	1.20%
22146	1166.00	 29 225.00 	 555.95 Kè 	17.12.2023	2023-12-19	1.90%
22147	1176.00	 39 080.00 	 452.01 Kè 	01.12.2023	2023-12-02	1.16%
22148	1153.00	 60 246.00 	 956.76 Kè 	05.12.2023	2023-12-08	1.59%
22149	1138.00	 51 991.00 	 959.43 Kè 	02.12.2023	2023-12-05	1.85%
22150	1026.00	 29 517.00 	 382.28 Kè 	08.12.2023	2023-12-09	1.30%
22151	1113.00	 10 015.00 	 181.94 Kè 	14.12.2023	2023-12-15	1.82%
22152	1157.00	 17 461.00 	 223.24 Kè 	13.12.2023	2023-12-14	1.28%
22153	1070.00	 53 257.00 	 846.44 Kè 	04.12.2023	2023-12-06	1.59%
22154	1004.00	 14 319.00 	 193.15 Kè 	14.12.2023	2023-12-16	1.35%
22155	1080.00	 85 832.00 	 1 117.95 Kè 	18.12.2023	2023-12-20	1.30%
22156	1037.00	 92 046.00 	 1 094.89 Kè 	15.12.2023	2023-12-16	1.19%
22157	1094.00	 67 651.00 	 991.14 Kè 	26.12.2023	2023-12-28	1.47%
22158	1004.00	 30 386.00 	 410.99 Kè 	03.12.2023	2023-12-04	1.35%
22159	1063.00	 54 628.00 	 934.94 Kè 	24.12.2023	2023-12-25	1.71%
22160	1131.00	 82 461.00 	 1 455.03 Kè 	07.12.2023	2023-12-11	1.76%
22161	1144.00	 63 634.00 	 703.64 Kè 	04.12.2023	2023-12-05	1.11%
22162	1155.00	 22 387.00 	 272.18 Kè 	16.12.2023	2023-12-20	1.22%
22163	1159.00	 73 018.00 	 1 042.90 Kè 	08.12.2023	2023-12-12	1.43%
22164	1070.00	 26 538.00 	 524.59 Kè 	06.12.2023	2023-12-08	1.98%
22165	1049.00	 26 767.00 	 369.02 Kè 	27.12.2023	2023-12-28	1.38%
22166	1197.00	 5 638.00 	 76.72 Kè 	16.12.2023	2023-12-18	1.36%
22167	1179.00	 18 402.00 	 366.98 Kè 	04.12.2023	2023-12-07	1.99%
22168	1138.00	 50 211.00 	 694.49 Kè 	04.12.2023	2023-12-07	1.38%
22169	1103.00	 76 265.00 	 1 126.87 Kè 	14.12.2023	2023-12-18	1.48%
22170	1196.00	 35 695.00 	 519.34 Kè 	08.12.2023	2023-12-11	1.45%
22171	1143.00	 25 919.00 	 353.72 Kè 	19.12.2023	2023-12-20	1.36%
22172	1170.00	 86 713.00 	 1 634.82 Kè 	20.12.2023	2023-12-24	1.89%
22173	1170.00	 90 566.00 	 1 033.78 Kè 	06.12.2023	2023-12-07	1.14%
22174	1065.00	 91 815.00 	 1 028.71 Kè 	23.12.2023	2023-12-25	1.12%
22175	1190.00	 51 349.00 	 676.15 Kè 	04.12.2023	2023-12-08	1.32%
22176	1125.00	 7 020.00 	 100.57 Kè 	04.12.2023	2023-12-05	1.43%
22177	1008.00	 13 054.00 	 169.45 Kè 	13.12.2023	2023-12-17	1.30%
22178	1002.00	 65 364.00 	 818.37 Kè 	21.12.2023	2023-12-24	1.25%
22179	1137.00	 61 902.00 	 677.32 Kè 	07.12.2023	2023-12-08	1.09%
22180	1003.00	 38 465.00 	 676.80 Kè 	21.12.2023	2023-12-24	1.76%
22181	1170.00	 71 613.00 	 1 055.19 Kè 	18.12.2023	2023-12-19	1.47%
22182	1154.00	 84 400.00 	 1 273.91 Kè 	06.12.2023	2023-12-10	1.51%
22183	1175.00	 75 234.00 	 1 394.55 Kè 	26.12.2023	2023-12-27	1.85%
22184	1070.00	 95 183.00 	 1 890.79 Kè 	18.12.2023	2023-12-20	1.99%
22185	1157.00	 38 507.00 	 521.01 Kè 	12.12.2023	2023-12-15	1.35%
22186	1061.00	 97 413.00 	 1 891.85 Kè 	11.12.2023	2023-12-12	1.94%
22187	1126.00	 21 870.00 	 244.81 Kè 	15.12.2023	2023-12-17	1.12%
22188	1106.00	 6 322.00 	 101.97 Kè 	08.12.2023	2023-12-10	1.61%
22189	1046.00	 35 955.00 	 717.76 Kè 	24.12.2023	2023-12-28	2.00%
22190	1048.00	 66 841.00 	 769.51 Kè 	16.12.2023	2023-12-17	1.15%
22191	1092.00	 15 994.00 	 266.24 Kè 	02.12.2023	2023-12-03	1.66%
22192	1049.00	 65 786.00 	 727.93 Kè 	07.12.2023	2023-12-11	1.11%
22193	1097.00	 52 862.00 	 899.67 Kè 	15.12.2023	2023-12-18	1.70%
22194	1159.00	 31 939.00 	 449.52 Kè 	15.12.2023	2023-12-19	1.41%
22195	1112.00	 54 709.00 	 719.06 Kè 	26.12.2023	2023-12-27	1.31%
22196	1116.00	 75 307.00 	 970.75 Kè 	09.12.2023	2023-12-13	1.29%
22197	1130.00	 25 748.00 	 364.15 Kè 	20.12.2023	2023-12-23	1.41%
22198	1174.00	 56 181.00 	 838.87 Kè 	22.12.2023	2023-12-24	1.49%
22199	1016.00	 45 027.00 	 834.07 Kè 	06.12.2023	2023-12-09	1.85%
22200	1106.00	 60 219.00 	 677.79 Kè 	21.12.2023	2023-12-25	1.13%
22201	1087.00	 65 114.00 	 970.46 Kè 	06.12.2023	2023-12-08	1.49%
22202	1119.00	 70 035.00 	 1 157.49 Kè 	22.12.2023	2023-12-24	1.65%
22203	1058.00	 75 161.00 	 1 165.38 Kè 	27.12.2023	2023-12-30	1.55%
22204	1066.00	 51 373.00 	 727.92 Kè 	26.12.2023	2023-12-30	1.42%
22205	1148.00	 13 113.00 	 132.39 Kè 	15.12.2023	2023-12-19	1.01%
22206	1194.00	 9 598.00 	 96.73 Kè 	03.12.2023	2023-12-04	1.01%
22207	1196.00	 14 196.00 	 262.98 Kè 	06.12.2023	2023-12-07	1.85%
22208	1155.00	 26 179.00 	 507.47 Kè 	27.12.2023	2023-12-28	1.94%
22209	1138.00	 62 553.00 	 1 133.25 Kè 	03.12.2023	2023-12-04	1.81%
22210	1079.00	 88 923.00 	 1 169.24 Kè 	08.12.2023	2023-12-12	1.31%
22211	1010.00	 29 903.00 	 402.14 Kè 	24.12.2023	2023-12-28	1.34%
22212	1098.00	 40 495.00 	 684.48 Kè 	17.12.2023	2023-12-18	1.69%
22213	1048.00	 31 361.00 	 619.26 Kè 	02.12.2023	2023-12-03	1.97%
22214	1145.00	 4 464.00 	 74.55 Kè 	20.12.2023	2023-12-22	1.67%
22215	1059.00	 18 114.00 	 325.17 Kè 	10.12.2023	2023-12-12	1.80%
22216	1162.00	 9 242.00 	 173.95 Kè 	19.12.2023	2023-12-20	1.88%
22217	1179.00	 25 389.00 	 376.72 Kè 	28.12.2023	2023-12-31	1.48%
22218	1072.00	 82 183.00 	 1 554.93 Kè 	17.12.2023	2023-12-20	1.89%
22219	1022.00	 81 515.00 	 1 504.58 Kè 	21.12.2023	2023-12-24	1.85%
22220	1105.00	 26 100.00 	 421.76 Kè 	16.12.2023	2023-12-20	1.62%
22221	1069.00	 15 129.00 	 214.83 Kè 	18.12.2023	2023-12-21	1.42%
22222	1078.00	 69 023.00 	 1 305.85 Kè 	20.12.2023	2023-12-23	1.89%
22223	1065.00	 47 108.00 	 600.46 Kè 	22.12.2023	2023-12-26	1.27%
22224	1136.00	 95 858.00 	 1 562.17 Kè 	26.12.2023	2023-12-29	1.63%
22225	1177.00	 26 469.00 	 458.81 Kè 	13.12.2023	2023-12-14	1.73%
22226	1012.00	 34 812.00 	 420.54 Kè 	10.12.2023	2023-12-12	1.21%
22227	1096.00	 60 236.00 	 920.33 Kè 	24.12.2023	2023-12-26	1.53%
22228	1094.00	 89 920.00 	 1 140.82 Kè 	18.12.2023	2023-12-21	1.27%
22229	1132.00	 99 720.00 	 1 510.48 Kè 	28.12.2023	2023-12-30	1.51%
22230	1117.00	 21 807.00 	 425.45 Kè 	01.12.2023	2023-12-03	1.95%
22231	1049.00	 54 756.00 	 725.68 Kè 	03.12.2023	2023-12-06	1.33%
22232	1100.00	 28 603.00 	 291.98 Kè 	09.12.2023	2023-12-10	1.02%
22233	1131.00	 55 138.00 	 648.53 Kè 	18.12.2023	2023-12-22	1.18%
22234	1154.00	 59 185.00 	 707.07 Kè 	04.12.2023	2023-12-06	1.19%
22235	1109.00	 46 385.00 	 644.42 Kè 	16.12.2023	2023-12-20	1.39%
22236	1016.00	 78 591.00 	 816.91 Kè 	02.12.2023	2023-12-06	1.04%
22237	1120.00	 24 633.00 	 486.49 Kè 	18.12.2023	2023-12-22	1.97%
22238	1170.00	 25 568.00 	 349.24 Kè 	01.12.2023	2023-12-05	1.37%
22239	1018.00	 19 137.00 	 301.24 Kè 	16.12.2023	2023-12-19	1.57%
22240	1045.00	 37 172.00 	 655.56 Kè 	17.12.2023	2023-12-18	1.76%
22241	1183.00	 16 929.00 	 257.37 Kè 	03.12.2023	2023-12-07	1.52%
22242	1113.00	 11 867.00 	 216.00 Kè 	19.12.2023	2023-12-21	1.82%
22243	1046.00	 15 310.00 	 256.08 Kè 	07.12.2023	2023-12-10	1.67%
22244	1134.00	 97 453.00 	 1 182.63 Kè 	28.12.2023	2023-12-31	1.21%
22245	1073.00	 89 594.00 	 1 360.98 Kè 	20.12.2023	2023-12-22	1.52%
22246	1021.00	 33 542.00 	 589.95 Kè 	02.12.2023	2023-12-03	1.76%
22247	1135.00	 78 685.00 	 1 310.68 Kè 	10.12.2023	2023-12-12	1.67%
22248	1087.00	 82 778.00 	 1 186.30 Kè 	11.12.2023	2023-12-13	1.43%
22249	1014.00	 37 104.00 	 456.39 Kè 	19.12.2023	2023-12-22	1.23%
22250	1122.00	 44 939.00 	 894.95 Kè 	09.12.2023	2023-12-13	1.99%
22251	1199.00	 91 748.00 	 1 518.59 Kè 	24.12.2023	2023-12-28	1.66%
22252	1105.00	 95 017.00 	 1 375.73 Kè 	07.12.2023	2023-12-08	1.45%
22253	1052.00	 5 075.00 	 92.75 Kè 	10.12.2023	2023-12-13	1.83%
22254	1197.00	 90 338.00 	 1 256.68 Kè 	08.12.2023	2023-12-10	1.39%
22255	1144.00	 76 415.00 	 1 341.22 Kè 	21.12.2023	2023-12-25	1.76%
22256	1172.00	 67 898.00 	 1 284.72 Kè 	14.12.2023	2023-12-15	1.89%
22257	1171.00	 80 707.00 	 1 332.01 Kè 	27.12.2023	2023-12-29	1.65%
22258	1068.00	 57 279.00 	 631.08 Kè 	27.12.2023	2023-12-28	1.10%
22259	1033.00	 56 222.00 	 660.74 Kè 	08.12.2023	2023-12-09	1.18%
22260	1045.00	 54 005.00 	 780.62 Kè 	22.12.2023	2023-12-24	1.45%
22261	1031.00	 62 984.00 	 671.22 Kè 	08.12.2023	2023-12-12	1.07%
22262	1108.00	 48 102.00 	 860.92 Kè 	26.12.2023	2023-12-27	1.79%
22263	1105.00	 73 132.00 	 1 351.07 Kè 	07.12.2023	2023-12-08	1.85%
22264	1145.00	 30 098.00 	 577.65 Kè 	12.12.2023	2023-12-15	1.92%
22265	1057.00	 62 509.00 	 821.30 Kè 	14.12.2023	2023-12-16	1.31%
22266	1196.00	 70 388.00 	 1 194.17 Kè 	02.12.2023	2023-12-06	1.70%
22267	1190.00	 2 244.00 	 42.51 Kè 	19.12.2023	2023-12-21	1.89%
22268	1058.00	 16 980.00 	 198.17 Kè 	26.12.2023	2023-12-30	1.17%
22269	1129.00	 33 405.00 	 480.57 Kè 	15.12.2023	2023-12-16	1.44%
22270	1174.00	 11 354.00 	 141.80 Kè 	26.12.2023	2023-12-28	1.25%
22271	1034.00	 28 644.00 	 347.90 Kè 	02.12.2023	2023-12-05	1.21%
22272	1199.00	 43 142.00 	 724.91 Kè 	04.12.2023	2023-12-06	1.68%
22273	1125.00	 42 525.00 	 751.12 Kè 	22.12.2023	2023-12-23	1.77%
22274	1084.00	 63 607.00 	 1 006.59 Kè 	21.12.2023	2023-12-23	1.58%
22275	1091.00	 16 344.00 	 273.24 Kè 	21.12.2023	2023-12-25	1.67%
22276	1027.00	 2 616.00 	 45.76 Kè 	14.12.2023	2023-12-15	1.75%
22277	1181.00	 43 513.00 	 459.92 Kè 	23.12.2023	2023-12-27	1.06%
22278	1110.00	 30 256.00 	 483.27 Kè 	17.12.2023	2023-12-19	1.60%
22279	1062.00	 49 903.00 	 994.62 Kè 	05.12.2023	2023-12-09	1.99%
22280	1117.00	 31 272.00 	 592.42 Kè 	06.12.2023	2023-12-10	1.89%
22281	1099.00	 15 980.00 	 199.24 Kè 	06.12.2023	2023-12-09	1.25%
22282	1111.00	 36 131.00 	 426.35 Kè 	27.12.2023	2023-12-30	1.18%
22283	1056.00	 43 315.00 	 675.11 Kè 	26.12.2023	2023-12-30	1.56%
22284	1100.00	 56 943.00 	 805.13 Kè 	04.12.2023	2023-12-08	1.41%
22285	1063.00	 63 161.00 	 1 018.40 Kè 	23.12.2023	2023-12-27	1.61%
22286	1075.00	 53 171.00 	 839.65 Kè 	03.12.2023	2023-12-06	1.58%
22287	1055.00	 13 490.00 	 160.06 Kè 	04.12.2023	2023-12-08	1.19%
22288	1077.00	 27 354.00 	 483.37 Kè 	08.12.2023	2023-12-10	1.77%
22289	1192.00	 93 232.00 	 1 730.58 Kè 	23.12.2023	2023-12-24	1.86%
22290	1170.00	 15 461.00 	 271.96 Kè 	17.12.2023	2023-12-19	1.76%
22291	1115.00	 52 107.00 	 978.39 Kè 	06.12.2023	2023-12-09	1.88%
22292	1139.00	 91 635.00 	 979.04 Kè 	17.12.2023	2023-12-19	1.07%
22293	1055.00	 6 890.00 	 116.14 Kè 	28.12.2023	2023-12-31	1.69%
22294	1094.00	 99 653.00 	 1 853.68 Kè 	22.12.2023	2023-12-26	1.86%
22295	1059.00	 10 343.00 	 135.59 Kè 	17.12.2023	2023-12-18	1.31%
22296	1018.00	 94 160.00 	 1 169.71 Kè 	03.12.2023	2023-12-04	1.24%
22297	1094.00	 82 750.00 	 1 264.23 Kè 	22.12.2023	2023-12-25	1.53%
22298	1104.00	 32 275.00 	 339.20 Kè 	02.12.2023	2023-12-05	1.05%
22299	1067.00	 42 800.00 	 750.43 Kè 	01.12.2023	2023-12-04	1.75%
22300	1194.00	 75 904.00 	 1 415.52 Kè 	22.12.2023	2023-12-26	1.86%
22301	1036.00	 69 590.00 	 706.17 Kè 	23.12.2023	2023-12-24	1.01%
22302	1099.00	 96 499.00 	 1 376.38 Kè 	25.12.2023	2023-12-27	1.43%
22303	1172.00	 83 890.00 	 927.73 Kè 	19.12.2023	2023-12-21	1.11%
22304	1191.00	 66 307.00 	 886.88 Kè 	15.12.2023	2023-12-18	1.34%
22305	1095.00	 23 948.00 	 391.81 Kè 	24.12.2023	2023-12-28	1.64%
